texto,calificacion,lugar,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
"El alojamiento estaba de 10. Fui con mi pareja y no pudimos escoger un mejor sitio. Tranquilo, en el puro centro, precioso por dentro y las trabajadoras encantadoras. Repetiría sin duda. Si queréis ver más del Hotel, tengo un vídeo en TikTok con todos los detalles: @martacumpliido :)",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"El alojamiento estaba de 10. Fui con mi pareja y no pudimos escoger un mejor sitio. Tranquilo, en el puro centro, precioso por dentro y las trabajadoras encantadoras. Repetiría sin duda. Si queréis ver más del Hotel, tengo un vídeo en TikTok con todos los detalles: @martacumpliido :)",
"Todo, no puedo decir absolutamente nada mal de este lugar. Literalmente es increíble tanto la atención del personal, como la propia dueña como las instalaciones, la limpieza... Osea todo!! Poco de lo que os cuente se podrá comparar con que lo vivas de verdad! Invito a todo el mundo que ni se lo piense y eliga este maravilloso alojamiento. Gracias a Roca negra por tratarnos de manera tan cercana y de calidad!! Este lugar el increíble",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Todo, no puedo decir absolutamente nada mal de este lugar. Literalmente es increíble tanto la atención del personal, como la propia dueña como las instalaciones, la limpieza... Osea todo!! Poco de lo que os cuente se podrá comparar con que lo vivas de verdad! Invito a todo el mundo que ni se lo piense y eliga este maravilloso alojamiento. Gracias a Roca negra por tratarnos de manera tan cercana y de calidad!! Este lugar el increíble",
"El complejo es encantador, repartiéndose las habitaciones en casitas desperdigadas por unos bonitos jardines. Piscina y jacuzzi muy apetecibles, además de zona de juegos (billar, futbolín) que vino muy bien. Había varios locales para comer/cenar a muy poca distancia caminando. Persona de atención en recepción encantadora. El desayuno era mejorable",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"El complejo es encantador, repartiéndose las habitaciones en casitas desperdigadas por unos bonitos jardines. Piscina y jacuzzi muy apetecibles, además de zona de juegos (billar, futbolín) que vino muy bien. Había varios locales para comer/cenar a muy poca distancia caminando. Persona de atención en recepción encantadora. El desayuno era mejorable",
"El hotel muy bonito, bellos jardines, las áreas decoradas con gusto, el hotel es acogedor y muy familiar. No ofrece restaurante, solo desayuno. Solo algunas habitaciones tienen vista al volcán. Tiene piscina y jacuzzi pero no de aguas termales. Buena seguridad, atención al cliente y ubicación.",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"El hotel muy bonito, bellos jardines, las áreas decoradas con gusto, el hotel es acogedor y muy familiar. No ofrece restaurante, solo desayuno. Solo algunas habitaciones tienen vista al volcán. Tiene piscina y jacuzzi pero no de aguas termales. Buena seguridad, atención al cliente y ubicación.",
"Todo, las habitaciones amplias y limpias. La cama King size!, la piscina el jacuzzi , el personal 10/10 Todo perfecto",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Todo, las habitaciones amplias y limpias. La cama King size!, la piscina el jacuzzi , el personal 10/10 Todo perfecto",
"La habitación era privada, cómoda, amplia y muy bien equipada El WiFi no llegaba a la habitación 16",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"La habitación era privada, cómoda, amplia y muy bien equipada El WiFi no llegaba a la habitación 16",
"Limpio, confortable, relación calidad-precio muy buena, habitación súper amplia con gran cama. La recepcionista nos ayudó con reservas y fue realmente amable en sus sugerencias y explicaciones del funcionamiento del alojamiento,",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Limpio, confortable, relación calidad-precio muy buena, habitación súper amplia con gran cama. La recepcionista nos ayudó con reservas y fue realmente amable en sus sugerencias y explicaciones del funcionamiento del alojamiento,",
"Habitaciones muy limpias y grandes, estuvimos 3 días , trato del personal muy agradable, todas las instalaciones muy cuidadas, piscina, sala de juegos...sin duda el mejor alojamiento que hemos tenido en nuestro viaje, cuidan el mínimo detalle , gracias por hacernos sentir como en casa.",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Habitaciones muy limpias y grandes, estuvimos 3 días , trato del personal muy agradable, todas las instalaciones muy cuidadas, piscina, sala de juegos...sin duda el mejor alojamiento que hemos tenido en nuestro viaje, cuidan el mínimo detalle , gracias por hacernos sentir como en casa.",
"Una verdadera joya en la fortuna.
Ubicación perfecta, a pocos minutos andando del centro, pero con la relajación de estar lejos del bullicio.
Está en una finca cuidada, con fauna y flora, zonas de relax, zonas ajardinadas con vistas al volcán , mucho más bonito aun que las fotos.
El personal es muy muy muy  amable, nos sentimos como en casa, Elisabeth en especial nos acogió con un trato excepcional.
Limpieza e higiene perfecto, suelos brillantes, sábanas limpias.
Una maravilla, gracias",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Una verdadera joya en la fortuna.
Ubicación perfecta, a pocos minutos andando del centro, pero con la relajación de estar lejos del bullicio.
Está en una finca cuidada, con fauna y flora, zonas de relax, zonas ajardinadas con vistas al volcán , mucho más bonito aun que las fotos.
El personal es muy muy muy  amable, nos sentimos como en casa, Elisabeth en especial nos acogió con un trato excepcional.
Limpieza e higiene perfecto, suelos brillantes, sábanas limpias.
Una maravilla, gracias",
"Muy bien situado, no muy lejos de entrada al parque y cerca del pueblo para poder ir a restaurantes, etc. El personal muy atento y dispuesto a ayudar.",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Muy bien situado, no muy lejos de entrada al parque y cerca del pueblo para poder ir a restaurantes, etc. El personal muy atento y dispuesto a ayudar.",
"Absolutamente todo. Las instalaciones, la habitación, la limpieza, las camas, el cuarto de baño, las vistas al volcán... Todo en este hotel es maravilloso. Por decir algo, tan solo el tener que pagar el desayuno en efectivo, es un detalle que no encaja con el resto de este hotel.",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Absolutamente todo. Las instalaciones, la habitación, la limpieza, las camas, el cuarto de baño, las vistas al volcán... Todo en este hotel es maravilloso. Por decir algo, tan solo el tener que pagar el desayuno en efectivo, es un detalle que no encaja con el resto de este hotel.",
"Es un lugar hermoso a las faldas del Volcán Arenal, rodeado de áreas verdes, pajaritos y muy bien ubicado, nos movilizamos a pie hacia el centro. La atención del personal es increíble, la habitación muy amplia y limpia.  Ademas pudimos disfrutar de su sendero de birdwatching y sala de juegos :).
Sin dudas uno de los mejores alojamientos donde estuvimos en Costa Rica, acogedor y con un exquisito desayuno! Nada, todo fue perfecto",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Es un lugar hermoso a las faldas del Volcán Arenal, rodeado de áreas verdes, pajaritos y muy bien ubicado, nos movilizamos a pie hacia el centro. La atención del personal es increíble, la habitación muy amplia y limpia.  Ademas pudimos disfrutar de su sendero de birdwatching y sala de juegos :).
Sin dudas uno de los mejores alojamientos donde estuvimos en Costa Rica, acogedor y con un exquisito desayuno! Nada, todo fue perfecto",
"Destacaría la limpieza de la habitación y la comodidad, el baño está muy nuevo.
Lo lleva una familia y son muy amables, se ofrecieron a hacerlos la colada a un precio razonable. Se puede aparcar el coche dentro de la propiedad. 
También destacar el desayuno, que está muy bien.",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Destacaría la limpieza de la habitación y la comodidad, el baño está muy nuevo.
Lo lleva una familia y son muy amables, se ofrecieron a hacerlos la colada a un precio razonable. Se puede aparcar el coche dentro de la propiedad. 
También destacar el desayuno, que está muy bien.",
"Habitación amplia, incluido el baño, personal atento y amplia zona de juegos (piscina, ping pong, billar) Solo se puede pagar en cash/efectivo o PayPal",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Habitación amplia, incluido el baño, personal atento y amplia zona de juegos (piscina, ping pong, billar) Solo se puede pagar en cash/efectivo o PayPal",
Todo perfecto,5,Hotel Roca Negra del Arenal,alojamiento,booking,unknown,Todo perfecto,
"La piscina, el espacio común, el confort de las habitaciones",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"La piscina, el espacio común, el confort de las habitaciones",
"La atencion excelente, el lugar muy lindo y con hermosa vista al volcán, cerca del centro y de restaurantes y balnearios. Lo recomiendo.",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"La atencion excelente, el lugar muy lindo y con hermosa vista al volcán, cerca del centro y de restaurantes y balnearios. Lo recomiendo.",
"El lugar está en una ubicación privilegiada, cerca de todo. La tranquilidad de salir y entrar al hotel en cualquier momento y sin restricciones. Las zonas verdes son muy hermosas y ni hablar de los animalitos del lugar, todos bien guapos. La cama me pareció incómoda y no había muchos enchufes cerca de las camas",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"El lugar está en una ubicación privilegiada, cerca de todo. La tranquilidad de salir y entrar al hotel en cualquier momento y sin restricciones. Las zonas verdes son muy hermosas y ni hablar de los animalitos del lugar, todos bien guapos. La cama me pareció incómoda y no había muchos enchufes cerca de las camas",
"Las vistas al volcán, la zona de juegos, la habitación, los colibríes, todo al detalle",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Las vistas al volcán, la zona de juegos, la habitación, los colibríes, todo al detalle",
"Bungalows cómodos, nuevos, amplios y con todo lo necesario.Amolio baño muy bien compartimentado. Porche muy agradable con vistas al volcán, aparcamiento al lado de tu bungalow. El wifi no funcionaba dentro del bungalow y en el porche tambien la señal era débil, es cierto que estábamos en el último bungalow.
Se oía sobre todo en la noche el ruido de la carretera débilmente.",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Bungalows cómodos, nuevos, amplios y con todo lo necesario.Amolio baño muy bien compartimentado. Porche muy agradable con vistas al volcán, aparcamiento al lado de tu bungalow. El wifi no funcionaba dentro del bungalow y en el porche tambien la señal era débil, es cierto que estábamos en el último bungalow.
Se oía sobre todo en la noche el ruido de la carretera débilmente.",
Ubicación y atención del personal Nada,5,Hotel Roca Negra del Arenal,alojamiento,booking,es,Ubicación y atención del personal Nada,
"La cama enorme y muy comoda. Aire acondicionado, tv plana, nevera, etc. No tienes servicios de comida ni cena.",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"La cama enorme y muy comoda. Aire acondicionado, tv plana, nevera, etc. No tienes servicios de comida ni cena.",
"Muy limpio y acogedor 
Estuvimos en una cabaña  para 4 y era muy amplia 
Las camas muy cómodas
Es muy bonito el entorno y el personal muy amable Todo correcto quizás q no incluye el desayuno y hay q pagarlo a parte",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Muy limpio y acogedor 
Estuvimos en una cabaña  para 4 y era muy amplia 
Las camas muy cómodas
Es muy bonito el entorno y el personal muy amable Todo correcto quizás q no incluye el desayuno y hay q pagarlo a parte",
La vista al volcan Olor a humedad en la habitacion,5,Hotel Roca Negra del Arenal,alojamiento,booking,es,La vista al volcan Olor a humedad en la habitacion,
"El personal de hotel nos trató muy bien, el hotel está súper cuidado, en un entorno maravilloso y con un estilo acorde a la zona. Impresionantes vistas del Volcán Arenal Aunque las habitaciones tienen aire acondicionado que funciona perfectamente. Un ventilador de techo vendría muy bien",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"El personal de hotel nos trató muy bien, el hotel está súper cuidado, en un entorno maravilloso y con un estilo acorde a la zona. Impresionantes vistas del Volcán Arenal Aunque las habitaciones tienen aire acondicionado que funciona perfectamente. Un ventilador de techo vendría muy bien",
"Piscina muy linda con jacuzzi
Desayuno muy rico (pagando aparte)
Cafe y te de cortesia a la tarde
Quincho con vajilla de uso comun
Vista genial
Habitacion comoda con espacio afuera con silloncitos y hamaca Todo ok",5,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Piscina muy linda con jacuzzi
Desayuno muy rico (pagando aparte)
Cafe y te de cortesia a la tarde
Quincho con vajilla de uso comun
Vista genial
Habitacion comoda con espacio afuera con silloncitos y hamaca Todo ok",
